Date,Name,Purchase Order,Item,Quantity,Quantity Fulfilled/Received,Destination,Vendor Ship Date,Expected Receipt Date,Amount,Confirmed,Blanket PO
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80704,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80705,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80706,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80707,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80708,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80710,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80711,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80712,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80713,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80716,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80717,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80719,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80721,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80722,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80736,30,30,BPUT1,10/15/2021,12/9/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80737,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80738,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80739,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80747,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80751,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 80752,30,30,BPUT1,9/30/2021,11/24/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 90006,40,40,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 90014,200,200,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 90022,500,500,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 90040,200,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 90071,15,15,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 90084,50,50,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 90095,5,5,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 90299,50,50,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 90406,20,20,BPUT1,10/17/2021,12/16/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 90408,200,200,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 90819,40,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 90821,100,0,BPUT1,10/9/2021,12/8/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 91052,100,100,BPUT1,8/19/2021,10/13/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 91068,30,30,BPUT1,8/19/2021,10/13/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 91531,10,10,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 91538,100,100,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 91539,100,100,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 91540,100,100,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 91555,40,40,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 91711,40,40,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 91721,10,10,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 91825,100,100,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 92208,25,25,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 92601,10,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 92606,20,20,,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93324,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93325,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93398,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93402,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93403,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93404,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93405,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93407,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93410,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93411,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93412,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93414,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93415,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93416,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93418,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93422,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93424,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93459,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93480,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93498,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93512,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93516,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93519,30,0,BPUT1,10/15/2021,12/14/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93520,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93523,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93596,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93597,30,30,BPUT1,4/1/2021,4/1/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93702,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93703,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93704,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93705,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93706,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93725,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93735,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93739,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93740,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93802,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93805,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93806,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93807,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93809,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93810,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93813,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93835,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93839,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93899,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93902,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93904,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93905,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93908,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93909,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93910,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93912,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93919,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93922,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93930,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93931,30,0,BPUT1,10/17/2021,12/16/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93935,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 93999,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94001,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94003,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94004,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94005,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94006,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94007,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94010,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94011,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94012,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94013,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94026,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94028,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94029,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94031,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94032,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94033,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94034,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94035,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94036,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94037,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94038,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94039,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94041,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94046,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94051,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94052,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94053,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94054,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94070,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94071,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94072,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94098,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/16/2021,Shining Era Enterprise Limited,PO11711,RP 94099,30,0,BPUT1,11/20/2021,1/19/2022,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91605,100,100,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91615,15,15,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91617,50,50,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91630,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91631,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91632,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91633,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91643,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91644,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91649,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91650,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91651,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92308,30,30,BPUT1,9/22/2021,11/21/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92398,30,30,BPUT1,9/22/2021,11/21/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92399,30,30,BPUT1,9/22/2021,11/21/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92811,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92812,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92818,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92820,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92828,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92831,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92837,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92838,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92840,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92842,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92849,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92851,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92852,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92853,30,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92854,30,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92855,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92856,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92857,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92859,30,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92862,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92867,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92897,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92898,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92899,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92901,30,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92905,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92907,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92909,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92912,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92918,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92919,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92922,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92928,30,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92929,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92931,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92932,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92947,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92949,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92953,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92999,30,30,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91901,5,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92322,5,5,BPUT1,10/20/2021,12/19/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92334,5,5,BPUT1,9/22/2021,11/21/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 92366,5,5,BPUT1,9/22/2021,11/21/2021,0,Yes,No
3/25/2021,"Guangdong Canbo Electrical Co., LTD",PO11918,RP 91607,50,50,BPUT1,10/20/2021,12/19/2021,245.5,Yes,No
3/25/2021,"Foshan Daide Bags Co., LTD",PO11919,1528,7830,0,BPUT1,11/15/2021,1/14/2022,64362.6,Yes,No
3/29/2021,"Foshan Daide Bags Co., LTD",PO11947,1528,7830,0,BPUT1,10/30/2021,12/29/2021,64362.6,Yes,No
3/29/2021,"Foshan Daide Bags Co., LTD",PO11948,1528,7830,0,BPUT1,10/30/2021,12/29/2021,64362.6,Yes,No
3/29/2021,"Foshan Daide Bags Co., LTD",PO11949,1528,7830,0,BPUT1,10/30/2021,12/29/2021,64362.6,Yes,No
3/29/2021,"Foshan Daide Bags Co., LTD",PO11950,1528,7830,0,BPUT1,10/30/2021,12/29/2021,64362.6,Yes,No
3/29/2021,"Foshan Daide Bags Co., LTD",PO11953,1723,1100,1100,BPUT1,9/28/2021,11/27/2021,6270,Yes,No
3/29/2021,"Foshan Daide Bags Co., LTD",PO11953,1723,500,500,BPUT1,9/28/2021,11/27/2021,2850,Yes,No
3/29/2021,"Foshan Daide Bags Co., LTD",PO11953,1723,1400,0,BPUT1,11/15/2021,1/14/2022,7980,Yes,No
3/29/2021,"Foshan Daide Bags Co., LTD",PO11955,5075,5000,0,Import,10/30/2021,12/29/2021,58400,No,Yes
3/29/2021,Shining Era Enterprise Limited,PO11964,1542,20000,0,BPUT1,11/10/2021,1/9/2022,105600,Yes,No
3/29/2021,Shining Era Enterprise Limited,PO11965,5078,300,0,BPUT1,10/30/2021,12/29/2021,7140,Yes,No
3/29/2021,Shining Era Enterprise Limited,PO11966,5474,3000,0,BPUT1,11/1/2021,12/31/2021,31500,Yes,No
