Name,Display Name,SubType,Class,Program Year,Item Status,On Hand,Product Group,Description,Base Price,Purchase Price,Last Purchase Price,Tax Schedule,SPS Item Synch,Brand,ITEM NAME,UPC,GTIN,Master Carton UPC,Cost,MSRP,MAP,HTS Code,Duty %,Min Order Quantity,Class - Custom,Product Origin,Item Length (IN),Item Height (IN),Item Depth (IN),Item Weight (Lbs),PKG Length (IN),PKG Height (IN),PKG Depth (IN),PKG WEIGHT LBS,Item Volume - Cubic Inches,ASSEMBLY TIME/# OF PEOPLE,PRODUCT WARRANTY,Master Pack Quantity,MASTER PACK DIMENSION,Master Pack Weight (in kgs),Master Pack Weight (in lbs),MASTER PACK WEIGHT,MASTER CARTON CUBIC FEET,CASES PER PALLET,UNITS PER PALLET,LAYERS PER PALLET,UNITS PER LAYER,QTY PER 40'HQ CONTAINER,FULL PALLET DIMS,FULL PALLET WEIGHT (LBS),COOKING SURFACE (SQ.IN),INDIV. PKGD,LONG PRODUCT DESCRIPTION,COMPLETE FEATURES,POWER SOURCE,Item Length (CM),Item Height (CM),Item Depth (CM),Item Weight (KG),PKG Length (CM),PKG WEIGHT KG,Item Volume - Cubic Meters,GAUGE OF STEEL,MAX. WEIGHT CAPACITY,ASSEMBLY REQUIRED?,BATTERIES REQUIRED?,BATTERIES INCLUDED?,TYPE OF BATTERIES,TYPE OF BATTERIES II,# OF BATTERIES,# OF BATTERIES II,QTY PER 53' TRUCK,COLOR,CSA APPROVED,ROMANCE COPY,PRODUCT DESCRIPTION,MODEL #,Master Pack Weight (in kgs) (2),Master Pack Weight(in lbs),Vendor,Factory,Available,Purchase Description,Description,Code of Supply
REFURB 5016,"REFURB 28"" Wind Screen",,REFURBISHED GOODS,,,,,"REFURBISHED 5016 28"" Wind Screen",,,8.91,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REFURBISHED 5016 28"" Wind Screen","REFURBISHED 5016 28"" Wind Screen",
REFURB 5017,REFURB Rear Grease Cup Liner 10 Pack,,REFURBISHED GOODS,,,,,REFURBISHED 5017 Rear Grease Cup Liners,,,1.2,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REFURBISHED 5017 Rear Grease Cup Liners,REFURBISHED 5017 Rear Grease Cup Liners,
REFURB 5020,REFURB Natural Gas Conversion Kit,,REFURBISHED GOODS,,,,,REFURBISHED 5020 Natural Gas Conversion Kit,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REFURBISHED 5020 Natural Gas Conversion Kit,REFURBISHED 5020 Natural Gas Conversion Kit,
RP 1146,"BLACKSTONE 28"" GRIDDLE TOP (36 LBS.)",,RPS - Replacement Parts,,,38,,"28 ""Front Grease Griddle Top..(10 gauge steel) (36 LBS.)",155,0,,Taxable,No,,,7.17604E+11,,,,,,,,,,,30,5,19.5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,38,Front Grease Griddle Top..(10 gauge steel) (36 LBS.),"28 ""Front Grease Griddle Top..(10 gauge steel) (36 LBS.)",
RP 1439,PATIO OVEN ADAPTER PLUG,,RPS - Replacement Parts,,,,,1439 PATIO OVEN ADAPTER PLUG,6,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1439 PATIO OVEN ADAPTER PLUG,1439 PATIO OVEN ADAPTER PLUG,
RP 1440,PATIO OVEN BASKET,,RPS - Replacement Parts,,,,,1440 PATIO OVEN BASKET,18,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1440 PATIO OVEN BASKET,1440 PATIO OVEN BASKET,
RP 1517M,RP 1517M,,RPS - Replacement Parts,,,,,1517 MANUAL,0,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 1517M 1517 MANUAL,1517 MANUAL,
RP 1519a,"1519A 36"" FRONT GREASE TOP",,RPS - Replacement Parts,,,66,,"RP 1143A 36"" FRONT GREASE TOP",166,,,Taxable,No,,,,,,,,,,,,,,37,4.5,24,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,"RP 1519A 36"" FRONT GREASE TOP","RP 1143A 36"" FRONT GREASE TOP",
RP 1519A,"36""GRIDDLE TOP (59 LBS.)",,RPS - Replacement Parts,,,,,"36 ""Front Grease Griddle Top (7  gauge, 3/16"").. (59 LBS)",166,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,"Front Grease Griddle Top (7  gauge, 3/16"").. (59 LBS)","36 ""Front Grease Griddle Top (7  gauge, 3/16"").. (59 LBS)",
RP 1543-0,Plastic Pancake Dispenser,,RPS - Replacement Parts,,,6,,RP 1543-0 Plastic Pancake Dispenser,0,,,Non Taxable,No,,,,,,,,,,,,,,6,7.5,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RP 1543-0 Plastic Pancake Dispenser,RP 1543-0 Plastic Pancake Dispenser,
RP 1549,"36"" GRIDDLE BASE STRIPPED",,RPS - Replacement Parts,,,,,"1549 36"" GRIDDLE BASE STRIPPED",127,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,"1549 36"" GRIDDLE BASE STRIPPED","1549 36"" GRIDDLE BASE STRIPPED",
RP 1550.1,,,RPS - Replacement Parts,,,,,1550 Main Body,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Main Body,1550 Main Body,
RP 1550.11,,,RPS - Replacement Parts,,,,,1550 Grill Hood,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Grill Hood,1550 Grill Hood,
RP 1550.12,,,RPS - Replacement Parts,,,,,1550 Griddle Hood,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Griddle Hood,1550 Griddle Hood,
RP 1550.17,,,RPS - Replacement Parts,,,,,1550 Hood Handle,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Hood Handle,1550 Hood Handle,
RP 1550.18,,,RPS - Replacement Parts,,,,,1550 Hood Handle Bezel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Hood Handle Bezel,1550 Hood Handle Bezel,
RP 1550.2,,,RPS - Replacement Parts,,,,,1550 Grate Assembly,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Grate Assembly,1550 Grate Assembly,
RP 1550.22,,,RPS - Replacement Parts,,,,,1550 Griddle Top,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Griddle Top,1550 Griddle Top,
RP 1550.23,,,RPS - Replacement Parts,,,,,1550 Buckle,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Buckle,1550 Buckle,
RP 1550.3,,,RPS - Replacement Parts,,,,,1550 Grate Connection Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Grate Connection Panel,1550 Grate Connection Panel,
RP 1550.30,,,RPS - Replacement Parts,,,,,"1550, 1935, and 2015 Spring",,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,"1550, 1935, and 2015 Spring","1550, 1935, and 2015 Spring",
RP 1550.31,,,RPS - Replacement Parts,,,,,"1550, 1935, and 2015 Latch Handle",,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,"1550, 1935, and 2015 Latch Handle","1550, 1935, and 2015 Latch Handle",
RP 1550.32,,,RPS - Replacement Parts,,,,,1550 Left Leg Assembly,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Left Leg Assembly,1550 Left Leg Assembly,
RP 1550.33,,,RPS - Replacement Parts,,,,,1550 Leg Cap,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Leg Cap,1550 Leg Cap,
RP 1550.34,,,RPS - Replacement Parts,,,,,1550 Right Leg Assembly,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Right Leg Assembly,1550 Right Leg Assembly,
RP 1550.4,,,RPS - Replacement Parts,,,,,1550 Control Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Control Panel,1550 Control Panel,
RP 1550.42,,,RPS - Replacement Parts,,,,,Cross Head Tapping Screw,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,Cross Head Tapping Screw,Cross Head Tapping Screw,
RP 1550.49,,,RPS - Replacement Parts,,,,,1550 Ignition Needle,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Ignition Needle,1550 Ignition Needle,
RP 1550.51,,,RPS - Replacement Parts,,,,,1550 Left Leg Connection Tube,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Left Leg Connection Tube,1550 Left Leg Connection Tube,
RP 1550.52,,,RPS - Replacement Parts,,,,,1550 Spacing Mat,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Spacing Mat,1550 Spacing Mat,
RP 1550.59,,,RPS - Replacement Parts,,,,,1550 Flame Tamper,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Flame Tamper,1550 Flame Tamper,
RP 1550.7,,,RPS - Replacement Parts,,,,,1550 Right Griddle Rack,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Right Griddle Rack,1550 Right Griddle Rack,
RP 1550.8,,,RPS - Replacement Parts,,,,,1550 Left Griddle Rack,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Left Griddle Rack,1550 Left Griddle Rack,
RP 1550.9,,,RPS - Replacement Parts,,,,,1550 Clip,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1550 Clip,1550 Clip,
RP 1554 MANUAL,1554 MANUAL,,RPS - Replacement Parts,,,7,,1554 MANUAL,,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1554 MANUAL,1554 MANUAL,
RP 1554M,1554 MANUAL,,RPS - Replacement Parts,,,,,RP 1554M 1554 MANUAL (1LB),0,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 1554M 1554 MANUAL,RP 1554M 1554 MANUAL (1LB),
RP 1605 M,1605 MANUAL,,RPS - Replacement Parts,,,9,,1605 MANUAL ,0,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1605 MANUAL ,
RP 1605M,1605 Manual,,RPS - Replacement Parts,,,,,RP 1605M  1605 Manual,,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 1605M  1605 Manual,RP 1605M  1605 Manual,
RP 1620.1,KABOB SIDE SHELF (5 LBS)test,,RPS - Replacement Parts,,,,,SIDE SHELF (5 LBS),18,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,SIDE SHELF (5 LBS),SIDE SHELF (5 LBS),
RP 1665 M,1665 MANUAL,,MISC,,,14,,RP 1665 MANUAL,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,RP 1665 MANUAL,RP 1665 MANUAL,
RP 1666 M,1666 MANUAL,,RPS - Replacement Parts,,,59,,1666 MANUAL,0,0,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,"22"" MANUAL",1666 MANUAL,
RP 1666M,1666 MANUAL,,RPS - Replacement Parts,,,,,1666 MANUAL (15OZ),0,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 1666M 1666 MANUAL,1666 MANUAL (15OZ),
RP 1700,TAILGATER GRILL BOX LID,,RPS - Replacement Parts,,,,,1700 TAILGATER GRILL BOX LID,17,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1700 TAILGATER GRILL BOX LID,1700 TAILGATER GRILL BOX LID,
RP 1701,TAILGATER GRILL BOX HOUSING,,RPS - Replacement Parts,,,,,1701 TAILGATER GRILL BOX HOUSING,17,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1701 TAILGATER GRILL BOX HOUSING,1701 TAILGATER GRILL BOX HOUSING,
RP 1702,TAILGATER FLAME TAMPER(HEAT SHIELD),,RPS - Replacement Parts,,,,,1702 TAILGATER FLAME TAMPER(HEAT SHIELD),6,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1702 TAILGATER FLAME TAMPER(HEAT SHIELD),1702 TAILGATER FLAME TAMPER(HEAT SHIELD),
RP 1703,TAILGATER GRILL GRID(GRATES),,RPS - Replacement Parts,,,,,1703 TAILGATER GRILL GRID(GRATES),12,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1703 TAILGATER GRILL GRID(GRATES),1703 TAILGATER GRILL GRID(GRATES),
RP 1704,TAILGATER GRILL BOX(COMPLETE WITH HEAT SHIELD & HOUSING,,RPS - Replacement Parts,,,,,1704 TAILGATER GRILL BOX(COMPLETE WITH HEAT SHIELD & HOUSING,80,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1704 TAILGATER GRILL BOX(COMPLETE WITH HEAT SHIELD & HOUSING,1704 TAILGATER GRILL BOX(COMPLETE WITH HEAT SHIELD & HOUSING,
RP 1705,TAILGATER GRIDDLE TOP,,RPS - Replacement Parts,,,,,1705 TAILGATER GRIDDLE TOP,68,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1705 TAILGATER GRIDDLE TOP,1705 TAILGATER GRIDDLE TOP,
RP 1706,TAILGATER BASE,,RPS - Replacement Parts,,,,,1706 TAILGATER BASE,115,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1706 TAILGATER BASE,1706 TAILGATER BASE,
RP 1707,TAILGATER THERMOMETER,,RPS - Replacement Parts,,,,,1707 TAILGATER THERMOMETER,6,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1707 TAILGATER THERMOMETER,1707 TAILGATER THERMOMETER,
RP 1708,TAILGATER HANDLE,,RPS - Replacement Parts,,,,,1708 TAILGATER HANDLE,10,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1708 TAILGATER HANDLE,1708 TAILGATER HANDLE,
RP 1709,TAILGATER AIR VENT,,RPS - Replacement Parts,,,,,1709 TAILGATER AIR VENT,4,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1709 TAILGATER AIR VENT,1709 TAILGATER AIR VENT,
RP 1710,TAILGATER SQUARE TUBE PLUG,,RPS - Replacement Parts,,,,,1710 TAILGATER SQUARE TUBE PLUG,3,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1710 TAILGATER SQUARE TUBE PLUG,1710 TAILGATER SQUARE TUBE PLUG,
RP 1711,TAILGATER STRAIGHT PIN,,RPS - Replacement Parts,,,,,1711 TAILGATER STRAIGHT PIN,3,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1711 TAILGATER STRAIGHT PIN,1711 TAILGATER STRAIGHT PIN,
RP 1712,TAILGATER ADJUSTABLE FEET,,RPS - Replacement Parts,,,,,1712 TAILGATER ADJUSTABLE FEET,3,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1712 TAILGATER ADJUSTABLE FEET,1712 TAILGATER ADJUSTABLE FEET,
RP 1713,TAILGATER LOWER FEET,,RPS - Replacement Parts,,,,,1713 TAILGATER LOWER FEET,12,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1713 TAILGATER LOWER FEET,1713 TAILGATER LOWER FEET,
RP 1714,TAILGATER THUMBSCREW,,RPS - Replacement Parts,,,,,1714 TAILGATER THUMBSCREW,4,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1714 TAILGATER THUMBSCREW,1714 TAILGATER THUMBSCREW,
RP 1715,TAILGATER OIL DRIP TRAY,,RPS - Replacement Parts,,,,,1715 TAILGATER OIL DRIP TRAY,18,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1715 TAILGATER OIL DRIP TRAY,1715 TAILGATER OIL DRIP TRAY,
RP 1716,TAILGATER SQUARE TUBE PLUG # 2,,RPS - Replacement Parts,,,,,1716 TAILGATER SQUARE TUBE PLUG # 2,3,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1716 TAILGATER SQUARE TUBE PLUG # 2,1716 TAILGATER SQUARE TUBE PLUG # 2,
RP 1717,TAILGATER H BURNER,,RPS - Replacement Parts,,,,,1717 TAILGATER H BURNER,18,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1717 TAILGATER H BURNER,1717 TAILGATER H BURNER,
RP 1718,TAILGATER LEVER KNOB,,RPS - Replacement Parts,,,,,1718 TAILGATER LEVER KNOB,3,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1718 TAILGATER LEVER KNOB,1718 TAILGATER LEVER KNOB,
RP 1719,TAILGATER ROUND CAST IRON BURNER,,RPS - Replacement Parts,,,,,1719 TAILGATER ROUND CAST IRON BURNER,18,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1719 TAILGATER ROUND CAST IRON BURNER,1719 TAILGATER ROUND CAST IRON BURNER,
RP 1723,TAILGATER REGULATOR,,RPS - Replacement Parts,,,,,1723 TAILGATER REGULATOR,18,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1723 TAILGATER REGULATOR,1723 TAILGATER REGULATOR,
RP 1724,TAILGATER IGNITER NEEDLE,,RPS - Replacement Parts,,,,,1724 TAILGATER IGNITER NEEDLE,4,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1724 TAILGATER IGNITER NEEDLE,1724 TAILGATER IGNITER NEEDLE,
RP 1728,TAILGATER IGNITER BUTTON,,RPS - Replacement Parts,,,,,1728 TAILGATER IGNITER BUTTON,6,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1728 TAILGATER IGNITER BUTTON,1728 TAILGATER IGNITER BUTTON,
RP 1729,TAILGATER IGNITER,,RPS - Replacement Parts,,,,,1729 TAILGATER IGNITER,18,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1729 TAILGATER IGNITER,1729 TAILGATER IGNITER,
RP 1731,BLACKSTONE TAILGATER UPPER FEET,,RPS - Replacement Parts,,,,,1731 BLACKSTONE TAILGATER UPPER FEET,18,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1731 BLACKSTONE TAILGATER UPPER FEET,1731 BLACKSTONE TAILGATER UPPER FEET,
RP 1800,DASH DUAL SIDED COOKING SURFACE,,RPS - Replacement Parts,,,,,1800 DASH DUAL SIDED COOKING SURFACE,28,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1800 DASH DUAL SIDED COOKING SURFACE,1800 DASH DUAL SIDED COOKING SURFACE,
RP 1801,DASH BASE SHELL,,RPS - Replacement Parts,,,,,1801 DASH BASE SHELL,12,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1801 DASH BASE SHELL,1801 DASH BASE SHELL,
RP 1802,DASH BASE,,RPS - Replacement Parts,,,,,1802 DASH BASE,69,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1802 DASH BASE,1802 DASH BASE,
RP 1803,DASH LID,,RPS - Replacement Parts,,,,,1803 DASH LID,12,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1803 DASH LID,1803 DASH LID,
RP 1804,DASH REGULATOR,,RPS - Replacement Parts,,,,,1804 DASH REGULATOR,12,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1804 DASH REGULATOR,1804 DASH REGULATOR,
RP 1805,DASH GREASE TRAY,,RPS - Replacement Parts,,,,,1805 DASH GREASE TRAY,6,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1805 DASH GREASE TRAY,1805 DASH GREASE TRAY,
