Name,Display Name,SubType,Class,Program Year,Item Status,On Hand,Product Group,Description,Base Price,Purchase Price,Last Purchase Price,Tax Schedule,SPS Item Synch,Brand,ITEM NAME,UPC,GTIN,Master Carton UPC,Cost,MSRP,MAP,HTS Code,Duty %,Min Order Quantity,Class - Custom,Product Origin,Item Length (IN),Item Height (IN),Item Depth (IN),Item Weight (Lbs),PKG Length (IN),PKG Height (IN),PKG Depth (IN),PKG WEIGHT LBS,Item Volume - Cubic Inches,ASSEMBLY TIME/# OF PEOPLE,PRODUCT WARRANTY,Master Pack Quantity,MASTER PACK DIMENSION,Master Pack Weight (in kgs),Master Pack Weight (in lbs),MASTER PACK WEIGHT,MASTER CARTON CUBIC FEET,CASES PER PALLET,UNITS PER PALLET,LAYERS PER PALLET,UNITS PER LAYER,QTY PER 40'HQ CONTAINER,FULL PALLET DIMS,FULL PALLET WEIGHT (LBS),COOKING SURFACE (SQ.IN),INDIV. PKGD,LONG PRODUCT DESCRIPTION,COMPLETE FEATURES,POWER SOURCE,Item Length (CM),Item Height (CM),Item Depth (CM),Item Weight (KG),PKG Length (CM),PKG WEIGHT KG,Item Volume - Cubic Meters,GAUGE OF STEEL,MAX. WEIGHT CAPACITY,ASSEMBLY REQUIRED?,BATTERIES REQUIRED?,BATTERIES INCLUDED?,TYPE OF BATTERIES,TYPE OF BATTERIES II,# OF BATTERIES,# OF BATTERIES II,QTY PER 53' TRUCK,COLOR,CSA APPROVED,ROMANCE COPY,PRODUCT DESCRIPTION,MODEL #,Master Pack Weight (in kgs) (2),Master Pack Weight(in lbs),Vendor,Factory,Available,Purchase Description,Description,Code of Supply
RP 93535,1934 Control Panel,,,,,32,,RP 93535 -- 1934 Control Panel,29,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,RP 93535 -- 1934 Control Panel,RP 93535 -- 1934 Control Panel,
RP 93536,1934 Front-Left/Rear-Right Shelf Bracket (R),,,,,147,,RP 93536 -- 1934 Front-Left/Rear-Right Shelf Bracket (R),12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93536 -- 1934 Front-Left/Rear-Right Shelf Bracket (R)t,RP 93536 -- 1934 Front-Left/Rear-Right Shelf Bracket (R),
RP 93537,1934 Front-Right/Rear-Left Shelf Bracket (L),,,,,166,,RP 93537 - - 1934 Front-Right/Rear-Left Shelf Bracket (L),12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RP 93537 - - 1934 Front-Right/Rear-Left Shelf Bracket (L),RP 93537 - - 1934 Front-Right/Rear-Left Shelf Bracket (L),
RP 93579,1934 & 1932 Front Tray Clip,,,,,563,,RP 93579 -- 1934 & 1932 Front Tray Clip,6,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,RP 93579 -- 1934 & 1932 Front Tray Clip,RP 93579 -- 1934 & 1932 Front Tray Clip,
RP 93583,Part In Progress (was 1934 updated Right Shelf),,,,,,,Part In Progress (was 1934 updated Right Shelf),,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Part In Progress (was 1934 updated Right Shelf),Part In Progress (was 1934 updated Right Shelf),
RP 93584,Part In Progress (was 1934 updated Left Shelf),,,,,,,Part In Progress (was 1934 updated Left Shelf),,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Part In Progress (was 1934 updated Left Shelf),Part In Progress (was 1934 updated Left Shelf),
RP 93596,"1934, 1932, 1933 Front Hood Bumper",,,,,1506,,"RP 93596 -- 1934, 1932, 1933 Front Hood Bumper",3,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,"RP 93596 -- 1934, 1932, 1933 Front Hood Bumper","RP 93596 -- 1934, 1932, 1933 Front Hood Bumper",
RP 93597,"1932, 33, & 34 Back Hood Bumper",,,,,,,"RP 93597 -- 1932, 33, & 34 Back Hood Bumper",3,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RP 93597 -- 1932, 33, & 34 Back Hood Bumper","RP 93597 -- 1932, 33, & 34 Back Hood Bumper",
RP 93598,1934 Upper Leg Brace,,,,,32,,RP 93598 -- 1934 Upper Leg Brace,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,RP 93598 -- 1934 Upper Leg Brace,RP 93598 -- 1934 Upper Leg Brace,
RP 93599,1934 Lower Leg Braces,,,,,34,,RP 93599 -- 1934 Lower Leg Braces,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,RP 93599 -- 1934 Lower Leg Braces,RP 93599 -- 1934 Lower Leg Braces,
RP 93601,8000 Body,,,,,,,RP 93601 -- 8000 Body,115,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93601 -- 8000 Body,RP 93601 -- 8000 Body,
RP 93602,8000 Glass Panel,,,,,,,RP 93602 -- 8000 Glass Panel,29,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93602 -- 8000 Glass Panel,RP 93602 -- 8000 Glass Panel,
RP 93603,8000 Glass Panel Fixed Plate,,,,,,,RP 93603 -- 8000 Glass Panel Fixed Plate,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93603 -- 8000 Glass Panel Fixed Plate,RP 93603 -- 8000 Glass Panel Fixed Plate,
RP 93604,E-Series Feet,,,,,,,RP 93604 -- E-Series Feet,3,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93604 -- E-Series Feet,RP 93604 -- E-Series Feet,
RP 93605,8000 Hood Hinge,,,,,,,RP 93605 -- 8000 Hood Hinge,2,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93605 -- 8000 Hood Hinge,RP 93605 -- 8000 Hood Hinge,
RP 93606,8000 Hood Frame,,,,,,,RP 93606 -- 8000 Hood Frame,29,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93606 -- 8000 Hood Frame,RP 93606 -- 8000 Hood Frame,
RP 93607,8000 Handle Left Plate,,,,,,,RP 93607 -- 8000 Handle Left Plate,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93607 -- 8000 Handle Left Plate,RP 93607 -- 8000 Handle Left Plate,
RP 93608,"8000 17"" E-Series Griddle Top",,,,,,,"RP 93608 -- 8000 17"" E-Series Griddle Top",68,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RP 93608 -- 8000 17"" E-Series Griddle Top","RP 93608 -- 8000 17"" E-Series Griddle Top",
RP 93609,8000 Handle Right Plate,,,,,,,RP 93609 -- 8000 Handle Right Plate,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93609 -- 8000 Handle Right Plate,RP 93609 -- 8000 Handle Right Plate,
RP 93610,8000 Handle Middle Inner Plate,,,,,,,RP 93610 -- 8000 Handle Middle Inner Plate,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93610 -- 8000 Handle Middle Inner Plate,RP 93610 -- 8000 Handle Middle Inner Plate,
RP 93611,8000 Handle Middle Outer Plate,,,,,,,RP 93611 -- 8000 Handle Middle Outer Plate,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93611 -- 8000 Handle Middle Outer Plate,RP 93611 -- 8000 Handle Middle Outer Plate,
RP 93613,"8000 17"" E-Series Heating Element",,,,,,,"RP 93613 -- 8000 17"" E-Series Heating Element",23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"RP 93613 -- 8000 17"" E-Series Heating Element","RP 93613 -- 8000 17"" E-Series Heating Element",
RP 93614,8000 Socket,,,,,,,RP 93614 -- 8000 Socket,6,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93614 -- 8000 Socket,RP 93614 -- 8000 Socket,
RP 93615,8000 Glass Panel Sealing Strip,,,,,,,RP 93615 -- 8000 Glass Panel Sealing Strip,6,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93615 -- 8000 Glass Panel Sealing Strip,RP 93615 -- 8000 Glass Panel Sealing Strip,
RP 93616,Griddle Top Fixed Plate,,,,,,,RP 93616 -- Griddle Top Fixed Plate,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93616 -- Griddle Top Fixed Plate,RP 93616 -- Griddle Top Fixed Plate,
RP 93617,8000 Temperature Limiter,,,,,,,RP 93617 -- 8000 Temperature Limiter,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93617 -- 8000 Temperature Limiter,RP 93617 -- 8000 Temperature Limiter,
RP 93618,Griddle Top Rear Stop Plate,,,,,,,RP 93618 -- Griddle Top Rear Stop Plate,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93618 -- Griddle Top Rear Stop Plate,RP 93618 -- Griddle Top Rear Stop Plate,
RP 93619,8000 Heat Insulation Frame,,,,,,,RP 93619 -- 8000 Heat Insulation Frame,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93619 -- 8000 Heat Insulation Frame,RP 93619 -- 8000 Heat Insulation Frame,
RP 93620,8000 Reflector,,,,,,,RP 93620 -- 8000 Reflector,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93620 -- 8000 Reflector,RP 93620 -- 8000 Reflector,
RP 93621,8000 Control Board Box,,,,,,,RP 93621 -- 8000 Control Board Box,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93621 -- 8000 Control Board Box,RP 93621 -- 8000 Control Board Box,
RP 93623,8000 Control Board,,,,,,,RP 93623 -- 8000 Control Board,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93623 -- 8000 Control Board,RP 93623 -- 8000 Control Board,
RP 93624,8000 Power Board Box Lid,,,,,,,RP 93624 -- 8000 Power Board Box Lid,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93624 -- 8000 Power Board Box Lid,RP 93624 -- 8000 Power Board Box Lid,
RP 93625,8000 Knob,,,,,2,,RP 93625 -- 8000 Knob,6,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RP 93625 -- 8000 Knob,RP 93625 -- 8000 Knob,
RP 93626,8000 Power Board,,,,,,,RP 93626 -- 8000 Power Board,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93626 -- 8000 Power Board,RP 93626 -- 8000 Power Board,
RP 93627,8000 Power Board Box,,,,,,,RP 93627 -- 8000 Power Board Box,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93627 -- 8000 Power Board Box,RP 93627 -- 8000 Power Board Box,
RP 93628,8000 Body Bottom Panel,,,,,,,RP 93628 -- 8000 Body Bottom Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93628 -- 8000 Body Bottom Panel,RP 93628 -- 8000 Body Bottom Panel,
RP 93629,8000 Temperature Sensor,,,,,,,RP 93629 -- 8000 Temperature Sensor ,6,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93629 -- 8000 Temperature Sensor,RP 93629 -- 8000 Temperature Sensor ,
RP 93630,E-Series Power Cord,,,,,,,RP 93630 -- E-Series Power Cord,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93630 -- E-Series Power Cord,RP 93630 -- E-Series Power Cord,
RP 93635,8000 Display Screen Panel,,,,,,,RP 93635 -- 8000 Display Screen Panel,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93635 -- 8000 Display Screen Panel,RP 93635 -- 8000 Display Screen Panel,
RP 93639,E-Series Badge,,,,,,,RP 93639 -- E-Series Badge,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93639 -- E-Series Badge,RP 93639 -- E-Series Badge,
RP 93640,E-Series Grease Tray,,,,,,,RP 93640 -- E-Series Grease Tray,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93640 -- E-Series Grease Tray,RP 93640 -- E-Series Grease Tray,
RP 93701,PIP-DO NOT ORDER(Was 1967 Main Body Assembly),,,,,,,PIP-DO NOT ORDER(Was 1967 Main Body Assembly),,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIP-DO NOT ORDER(Was 1967 Main Body Assembly),PIP-DO NOT ORDER(Was 1967 Main Body Assembly),
RP 93702,1921 and 1890 Hood Reinforce Panel,,,,,,,RP 93702 -- 1921 and 1890 Hood Reinforce Panel,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93702 -- 1921 and 1890 Hood Reinforce Panel,RP 93702 -- 1921 and 1890 Hood Reinforce Panel,
RP 93703,1921 Baffle Panel,,,,,,,RP 93703 -- 1921 Baffle Panel,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93703 -- 1921 Baffle Panel,RP 93703 -- 1921 Baffle Panel,
RP 93704,1921 and 1813 Bottom Panel,,,,,,,RP 93704 -- 1921 and 1813 Bottom Panel,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93704 -- 1921 and 1813 Bottom Panel,RP 93704 -- 1921 and 1813 Bottom Panel,
RP 93705,1921 and 1813 Main Body Panel,,,,,,,RP 93705 -- 1921 and 1813 Main Body Panel,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93705 -- 1921 and 1813 Main Body Panel,RP 93705 -- 1921 and 1813 Main Body Panel,
RP 93706,1921 Hood,,,,,,,RP 93706 -- 1921 Hood,68,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93706 -- 1921 Hood,RP 93706 -- 1921 Hood,
RP 93725,National Account Knob w/Light,,,,,,,RP 93725 -- National Account Knob w/Light,6,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93725 -- National Account Knob w/Light,RP 93725 -- National Account Knob w/Light,
RP 93735,1921 Front Control Panel,,,,,,,RP 93735 -- 1921 Front Control Panel,29,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93735 -- 1921 Front Control Panel,RP 93735 -- 1921 Front Control Panel,
RP 93739,1921 Logo Panel,,,,,,,RP 93739 -- 1921 Logo Panel,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93739 -- 1921 Logo Panel,RP 93739 -- 1921 Logo Panel,
RP 93740,1921 Grease Cup,,,,,,,RP 93740 -- 1921 Grease Cup,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93740 -- 1921 Grease Cup,RP 93740 -- 1921 Grease Cup,
RP 93802,1890 Hood Reinforce Panel,,,,,,,RP 93802 -- 1890 Hood Reinforce Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93802 -- 1890 Hood Reinforce Panel,RP 93802 -- 1890 Hood Reinforce Panel,
RP 93805,1890 Main Body Right Side Panel,,,,,,,RP 93805 -- 1890 Main Body Right Side Panel,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93805 -- 1890 Main Body Right Side Panel,RP 93805 -- 1890 Main Body Right Side Panel,
RP 93806,1890 Hood,,,,,,,RP 93806 -- 1890 Hood,68,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93806 -- 1890 Hood,RP 93806 -- 1890 Hood,
RP 93807,1890 Main Body Left Side Panel,,,,,,,RP 93807 -- 1890 Main Body Left Side Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93807 -- 1890 Main Body Left Side Panel,RP 93807 -- 1890 Main Body Left Side Panel,
RP 93809,1890 Main Body Rear Panel,,,,,,,RP 93809 -- 1890 Main Body Rear Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93809 -- 1890 Main Body Rear Panel,RP 93809 -- 1890 Main Body Rear Panel,
RP 93810,1890 Baffle Panel,,,,,,,RP 93810 -- 1890 Baffle Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93810 -- 1890 Baffle Panel,RP 93810 -- 1890 Baffle Panel,
RP 93813,1890 Bottom Panel,,,,,,,RP 93835 -- 1890 Bottom Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93835 -- 1890 Bottom Panel,RP 93835 -- 1890 Bottom Panel,
RP 93835,1890 SUS Front Control Panel,,,,,,,RP 93835 -- 1890 SUS Front Control Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93835 -- 1890 SUS Front Control Panel,RP 93835 -- 1890 SUS Front Control Panel,
RP 93839,1890 Logo Panel,,,,,,,RP 93839 -- 1890 Logo Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93839 -- 1890 Logo Panel,RP 93839 -- 1890 Logo Panel,
RP 93840,1890 Grease Cup,,,,,,,RP 93840 -- 1890 Grease Cup,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93840 -- 1890 Grease Cup,RP 93840 -- 1890 Grease Cup,
RP 93899,1890 Rotation Shaft,,,,,,,RP 93899 -- 1890 Rotation Shaft,3,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93899 -- 1890 Rotation Shaft,RP 93899 -- 1890 Rotation Shaft,
RP 93902,1860 Bottom Panel,,,,,,,RP 93902 -- 1860 Bottom Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93902 -- 1860 Bottom Panel,RP 93902 -- 1860 Bottom Panel,
RP 93904,1860 Rear Panel,,,,,,,RP 93904 -- 1860 Rear Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93904 -- 1860 Rear Panel,RP 93904 -- 1860 Rear Panel,
RP 93905,1860 Main Body Right Panel,,,,,,,RP 93905 -- 1860 Main Body Right Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93905 -- 1860 Main Body Right Panel,RP 93905 -- 1860 Main Body Right Panel,
RP 93908,1860 Griddle Top,,,,,,,RP 93908 -- 1860 Griddle Top,80,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93908 -- 1860 Griddle Top,RP 93908 -- 1860 Griddle Top,
RP 93909,1860 Main Body Left Panel,,,,,,,RP 93909 -- 1860 Main Body Left Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93909 -- 1860 Main Body Left Panel,RP 93909 -- 1860 Main Body Left Panel,
RP 93910,1860 Baffle Panel,,,,,,,RP 93910 -- 1860 Baffle Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93910 -- 1860 Baffle Panel,RP 93910 -- 1860 Baffle Panel,
RP 93912,1860 Gas Rail,,,,,,,RP 93912 -- 1860 Gas Rail,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93912 -- 1860 Gas Rail,RP 93912 -- 1860 Gas Rail,
RP 93919,1860 Valve,,,,,,,RP 93919 -- 1860 Valve,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93919 -- 1860 Valve,RP 93919 -- 1860 Valve,
RP 93922,1860 Ignition Needle,,,,,,,RP 93922 -- 1860 Ignition Needle,3,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93922 -- 1860 Ignition Needle,RP 93922 -- 1860 Ignition Needle,
RP 93930,1860 Hard Cover,,,,,,,RP 93930 -- 1860 Hard Cover,29,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93930 -- 1860 Hard Cover,RP 93930 -- 1860 Hard Cover,
RP 93931,M5x6 Screw,,,,,,,RP 93931 -- M5x6 Screw,2,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93931 -- M5x6 Screw,RP 93931 -- M5x6 Screw,
RP 93935,1860 Front Panel,,,,,,,RP 93935 -- 1860 Front Panel,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93935 -- 1860 Front Panel,RP 93935 -- 1860 Front Panel,
RP 93999,1860 Cross Head Screw,,,,,,,RP 93999 -- 1860 Cross Head Screw,2,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93999 -- 1860 Cross Head Screw,RP 93999 -- 1860 Cross Head Screw,
RP 94001,1944 Main Body Rack,,,,,,,RP 94001 -- 1944 Main Body Rack,230,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 94001 -- 1944 Main Body Rack,RP 94001 -- 1944 Main Body Rack,
