Purchase Order,Vendor,Item Receipt #,Item,Quantity,Container # (IR),To Location,Destination (PO),Carrier (IR),Trans-Loaded (IR),Departure (IR),Port ETA (IR),Due at Warehouse,Amount,Item Receipt Rate
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 91644,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 91649,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 91650,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 91651,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92811,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92812,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92818,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92820,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92828,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92831,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92837,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92838,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92840,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92842,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92849,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92851,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92852,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92855,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92856,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92857,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92862,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92867,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92897,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92898,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO11918,"Guangdong Canbo Electrical Co., LTD",IR12544,RP 92899,30,FFAU4261263,Transit,BPUT1,DSV,No,10/19/2021,12/19/2021,,0,0
PO12378,"Guangdong Canbo Electrical Co., LTD",IR12386,1868,105,CAIU9481824,Transit,,DSV,No,10/25/2021,12/24/2021,,25993.8,247.56
PO12378,"Guangdong Canbo Electrical Co., LTD",IR12473,1868,99,FFAU4261263,Transit,,DSV,No,10/25/2021,12/24/2021,,24508.44,247.56
PO6695,"Guangdong Canbo Electrical Co., LTD",IR12474,1963,33,TCNU6309733,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,8105.46,245.62
PO10723,"Guangdong Canbo Electrical Co., LTD",IR12475,1963,78,TCNU6309733,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,19158.36,245.62
PO6692,"Guangdong Canbo Electrical Co., LTD",IR12476,1902,127,TGBU4319964,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,29938.98,235.74
PO6692,"Guangdong Canbo Electrical Co., LTD",IR12477,1902,127,APHU6884667,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,29938.98,235.74
PO6692,"Guangdong Canbo Electrical Co., LTD",IR12480,1902,127,BSIU8063640,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,29938.98,235.74
PO6692,"Guangdong Canbo Electrical Co., LTD",IR12482,1902,127,TLLU4231112,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,29938.98,235.74
PO6692,"Guangdong Canbo Electrical Co., LTD",IR12483,1902,127,TRHU4139919,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,29938.98,235.74
PO6692,"Guangdong Canbo Electrical Co., LTD",IR12484,1902,127,TRHU8015599,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,29938.98,235.74
PO10723,"Guangdong Canbo Electrical Co., LTD",IR12485,1963,111,TLLU4394418,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,27263.82,245.62
PO10723,"Guangdong Canbo Electrical Co., LTD",IR12487,1963,111,SEKU4495339,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,27263.82,245.62
PO10723,"Guangdong Canbo Electrical Co., LTD",IR12488,1963,111,SEGU5340342,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,27263.82,245.62
PO10723,"Guangdong Canbo Electrical Co., LTD",IR12489,1963,111,APHU6799101,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,27263.82,245.62
PO10723,"Guangdong Canbo Electrical Co., LTD",IR12490,1963,111,TCNU5161195,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,27263.82,245.62
PO6695,"Guangdong Canbo Electrical Co., LTD",IR12508,1963,111,TCNU2716710,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,27263.82,245.62
PO6695,"Guangdong Canbo Electrical Co., LTD",IR12510,1963,111,GESU6938083,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,27263.82,245.62
PO6695,"Guangdong Canbo Electrical Co., LTD",IR12511,1963,111,CAIU8831390,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,27263.82,245.62
PO6695,"Guangdong Canbo Electrical Co., LTD",IR12512,1963,111,CMAU7006134,Transit,BPUT1,DSV,No,10/25/2021,12/24/2021,,27263.82,245.62
PO12378,"Guangdong Canbo Electrical Co., LTD",IR12513,1868,102,CMAU5430992,Transit,,DSV,No,10/25/2021,12/24/2021,,25251.12,247.56
PO13455,VL (HK) LIMITED,IR12420,5225,5076,CAAU5512307,Transit,,DSV,No,10/17/2021,12/31/2021,,19491.84,3.84
PO6692,"Guangdong Canbo Electrical Co., LTD",IR12481,1902,127,CMAU5907370,Transit,BPUT1,DSV,No,10/25/2021,12/31/2021,,29938.98,235.74
